INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION,TONE
3499,Women are nothing but objects to be dominated by the will of the male.,Women's rights are human rights.,WOMEN,V6_sbf,Confrontational
3500,Women should not be allowed to vote.,"Voting is a right, there is no reason for a woman to not be allowed to vote. You seem to be defending misogyny.",WOMEN,V6_sbf,Confrontational
3501,Women are always fighting because they are subhumans.,"Women are human beings like us, and they have rights as any other human beings.",WOMEN,V6_sbf,Confrontational
3504,Children with learning difficulties should be segregated in schools.,"They have the right to the best educational environmnet, the same as everyone else.",DISABLED,V6_kc,Confrontational
3506,Children with learning difficulties should be denied to attend school by teachers and parents.,"Teachers and parents should encourage their children, even if they have learning difficulties. No one should be denied access to education.",DISABLED,V6_kc,Empathetic
3507,People with physical disabilities are always complaining about accessibility. I wish they could just shut up.,There are people with disabilities all around the world. Their demand is to have their rights recognised. It is discrimination to not do so.,DISABLED,V6_kc,Confrontational
3509,"Down children should be isolated, they cannot cope with education in normal schools and are detrimental to their peer's education.","The notion of isolating children in general is abhorrent, isolating down syndrome patients would be a major cause of their school abandonment. To say that isolated children is a solution is just wrong.",DISABLED,V6_kc,Confrontational
3511,"Down children should be isolated, they cannot cope with education in normal schools and are detrimental to their peer's education.","Education is about the development of understanding, respect and learning, not isolation and discrimination.",DISABLED,V6_kc,Empathetic
3512,"Down children should be isolated, they cannot cope with education in normal schools and are detrimental to their peer's education.","Teachers, school staff and parents all have a responsibility towards the children in their charge, regardless of their genetic advantages or disadvantages",DISABLED,V6_kc,Empathetic
3514,Children with learning difficulties are a problem: why shouldn't they be isolated?,"I don't know why you think this, if they are learning like other children and doing well in studies there is no problem.",DISABLED,V6_kc,Conversational
3515,People who are autistic are a problem: why shouldn't they be isolated?,"I think that it is important for all people to be exposed to and to understand people with different needs and strengths, and the same should be true for autistic people.",DISABLED,V6_kc,Empathetic
3520,Children with learning difficulties should be excluded from education because they do not belong in education.,"Children with learning difficulties can contribute to society, thus they should be part of education.",DISABLED,V6_kc,Empathetic
3522,"Jews are different from non-Jews not because of their beliefs, but because of their physical nature. “Jewishness” and malevolence is inherited through blood and makes them similar to animals.","Being Jews does not make them any less human. You know, they are like other people who have a faith.",JEWS,V6_kc,Empathetic
3523,"Why do so many people hate Jews? They are different from other people, they are subhuman.","It is true that they are different from other people for their religious beliefs, but that doesn't make them any less human.",JEWS,V6_kc,Empathetic
3524,Jews don’t belong in a democratic society.,"Jews have always contributed to our society and are part of the fabric of our democracy. This includes their contributions to science, art, and technology.",JEWS,V6_kc,Empathetic
3526,Jews are a drain on society.,"Many Jews are good people. You should try and talk to them about the terrible things that happened to them, and get to know them better.",JEWS,V6_kc,Empathetic
3530,The Jews are responsible for the 9/11 attacks.,"On this point, the 9/11 attacks have been studied extensively, and there are no evidences that suggest that Jews are responsible for them. So why do you say that?",JEWS,V6_kc,Inquisitive
3531,Jews control the world economy,"How can you be sure they control the world? Maybe there are some influential Jews in the world, but how does that coincide with 'controlling the world'?",JEWS,V6_kc,Inquisitive
3532,"The Jews are responsible for a lot of the world's ills, from abortion to homosexuality.",This statement is groundless. Does that make you feel better?,JEWS,V6_kc,Inquisitive
3533,"If you want to be a great nation, please come to our rescue and deport all those filthy migrants.","Migrants are needed in our society, and their contribution is more than appreciated.",MIGRANTS,V6_kc,Empathetic
3535,Jews make too much money.,This would be true by assuming that Jews can magically make more money just because they are Jewish. It doesn't make any sense.,JEWS,V6_kc,Confrontational
3536,Jews make too much money.,"Are you saying that the fact that there are Jews in high positions in society (such as in finance, politics, or the media) has something to do with their religion? Are you aware that correlation does not mean causation?",JEWS,V6_kc,Inquisitive
3539,Jews have a secret plot to take over the world,"Jews do not have a secret plan to take over the world. In fact, they have engaged in a peaceful process of coexistence for centuries. There is no evidence that any part of this has been about a takeover.",JEWS,V6_kc,Confrontational
3541,"Jews are subhuman, they steal our jobs, they tell us what to think.","To be honest, I don't think that this is true. If you don't have evidences about it, then what's the point of saying so?",JEWS,V6_kc,Inquisitive
3544,"Jews are worse than Nazis, they have no conscience and they have no moral code.",I am not sure I fully understand the suggestion that Jews have no conscience. All Jews I know have both a conscience and a moral sense. How many Jews do you know personally?,JEWS,V6_kc,Inquisitive
3545,I don't know Jews personally but it seems to me that they are a bunch of thieves.,"I'm sorry, but it seems to me that you are not really talking about the majority of Jews. Judaism is a faith, a way of life, a religion, and a belief system, and you are simply misunderstanding it because of prejudice.",JEWS,V6_kc,Conversational
3546,It is okay to discriminate against Jews.,"If you feel like acting that way towards people because of what they believe in, then you should go back to your beliefs and ask yourself if you'd like to be discriminated against for them. What is your opinion on that now?",JEWS,V6_kc,Inquisitive
3548,The Jews invented Ebola.,I am sure the Jews and the Christian worlds would agree that Ebola is a disease that is killing many people. How and why exactly would they have 'invented' such a disease?,JEWS,V6_kc,Inquisitive
3550,"Jews are nasty and selfish, they are a race different to us and must be despised.","The fact is that even if Jews are different from other human beings in their faith, they deserve respect.",JEWS,V6_kc,Empathetic
3552,Jews are selfish and greedy,"I do not deny that there is a problem of greed in the world, but it is not correlated with nor caused by Jews.",JEWS,V6_kc,Conversational
3557,We must isolate gays because they are spreading AIDS all around the world.,"This is not true and I would never say that about gays. They are just trying to find acceptance, but to be honest, I find it very disrespectful to say that we have to isolate them.",LGBT+,V6_kc,Conversational
3558,What is the point of complaining about a problem and doing nothing? Homosexuality must be made illegal by the government.,Why should the government make any laws against homosexuality? Isn't it just the free will of people?,LGBT+,V6_kc,Inquisitive
3559,Gay people are sick.,Homosexuality is not a disease. It is a sexual preference. Homosexuality is not a sickness.,LGBT+,V6_kc,Confrontational
3561,Gays are a burden to society because of their unnatural inclination and romantic feelings.,"This is not true. If a claim is based on facts, then it must be true. If you just talk of stereotypes, then you won't go very far.",LGBT+,V6_kc,Confrontational
3562,Gays are just pathetic people who have low self-esteem.,How would you feel if someone you just met had the audacity to say such a thing about you? Do you think that being gay would make you a pathetic person?,LGBT+,V6_kc,Inquisitive
3563,We should start a genocide against gays.,That is not acceptable. We are full members of society regardless of our sexual orientation and we should try to live as if we belong to a group that includes everybody.,LGBT+,V6_kc,Confrontational
3564,"We should start a witch hunt against those LGBT people, they are just creating troubles.","Those are harmful words to use, don't you think? How would a witch hunt be acceptable in a democratic society?",LGBT+,V6_kc,Inquisitive
3565,Gay men are a burden to society.,"Gay men are contributing members of our society, they are just as entitled to rights as anybody else.",LGBT+,V6_kc,Confrontational
3566,"There should be restrictions on how women can choose men, to be children unable to choose for their own is their nature.",Why shouldn't women be allowed to choose their own partner? They are independent and rational human beings.,WOMEN,V6_kc,Inquisitive
3567,Women are sluts who can't choose what's right for them. Men must do that instead.,"I am not sure what 'slut' you are referring to. Do you want to discuss your life, instead of deciding about that of women?",WOMEN,V6_kc,Inquisitive
3568,Gays are perverts.,That is not true. Who exactly are you referring to? Can you make some examples based on facts?,LGBT+,V6_kc,Inquisitive
3569,Gays are a bunch of perverts who should be isolated and restricted to their own communities. They are a threat to us.,"Why do you say that? Are you saying that all homosexuals are a threat to society, or are you just saying that they are different from other people? Because having a particular sexual orientation doesn't coincide with 'being a threat'.",LGBT+,V6_kc,Inquisitive
3570,Must be hard being gay. They have to do everything we do but also find the time to molest children.,"How would you feel about being accused of molesting children, just because of your sexual orientation?",LGBT+,V6_kc,Inquisitive
3571,Faggots are an abomination and should be deleted.,"Should any human being be deleted, just because you don't want them to be here?",LGBT+,V6_kc,Inquisitive
3572,Gays are sick. They should be isolated and isolated soon.,"There is no evidence that homosexuality is a health issue, what is the proof you are looking for?",LGBT+,V6_kc,Inquisitive
3573,"It is about time that homosexuals were isolated, isolated from society.","If homosexuals were to be accepted as they are, then perhaps we would begin to see some signs of respect for all human beings.",LGBT+,V6_kc,Empathetic
3574,Faggots are poisoning our children minds with their filthy depravity.,"This is not true. On the contrary, children around the world should have the opportunity to live in a world free from homophobia, transphobia and other forms of hatred.",LGBT+,V6_kc,Confrontational
3575,"Fags, lesbians, tranniess are so few we be better ito gnore them rather than waste time on their rights.",I wish we were being honest. You know that many people are opposed to inclusion. I find it worrying that you use that as an excuse for such comments and prejudices.,LGBT+,V6_kc,Conversational
3577,"Faggots make me angry, why don't we delete them?","Maybe it is better to learn how to treat each other with respect, regardless of people's sexual orientation.",LGBT+,V6_kc,Empathetic
3580,Gays should be banned from Europe and the US.,"The European Convention on Human Rights and the US Constitution guarantee equal rights to all, regardless of sexual orientation.",LGBT+,V6_kc,Confrontational
3581,"Children should be raised by heterosexual parents, not gays. It is the best system ever.",Sexual orientation is not linked to good parenting. What is the connection between the two things?,LGBT+,V6_kc,Inquisitive
3583,I hate those faggots. They must be hated for not being men enough to find a woman.,"This is not true: you are not to discriminate on the basis of sexual orientation, nor on the basis of gender, and anyone is free to love whoever they want.",LGBT+,V6_kc,Confrontational
3585,I hate those faggots. They shouldn't be allowed to do what they do.,There is no harm in an equality of the right to be in love with someone.,LGBT+,V6_kc,Confrontational
3587,Gay men are sick.,"I'm sorry, but your words seem to me to be very harsh. If you want to talk about someone with a different sexual preference, why don't you do it with respect?",LGBT+,V6_kc,Inquisitive
3590,Faggots are ruining this country.,"It is a misconception that gay people are totally different from straight people. There are many similarities in what they seek, from love to peace, from acceptance to respect. You would learn more by talking with someone of the LGBT+ community.",LGBT+,V6_kc,Empathetic
3591,Faggots are ruining this country.,"I'm not convinced that having a large mumber of people stuck in the 'closet', living unhappy lives was good for any country.",LGBT+,V6_kc,Conversational
3593,All homosexuals are criminals.,"Homosexuality is not a crime, if someone is in a committed gay relationship it doesn't make it a crime. How could it?",LGBT+,V6_kc,Inquisitive
3594,All immigrants are rapists and murderers.,"One should not conflate two or more different groups of people, especially in the case of criminals. Being criminals cannot be considered as a distinctive feature of the other. Where is the evidence for what you're saying?",MIGRANTS,V6_kc,Inquisitive
3595,This is an invasion: we cannot coexist with millions of strangers that do not want to integrate but to bring us back into a pretechnological era. We must deport them.,"It seems to me that your statement shows that you are really concerned about peoples' integration. Still, it is not a solution to deport those you don't like.",MIGRANTS,V6_kc,Conversational
3596,This is an invasion: we cannot coexist with millions of strangers that do not want to integrate but to bring us back into a pretechnological era.,"This has nothing to do with ""migration"", but with discrimination. Migrants are not invading us. I think this is an example of a claim not supported by facts but by fear.",MIGRANTS,V6_kc,Confrontational
3597,"I think it is a fact that migrants from the Middle East and Africa come to our country to claim our welfare, and they are not welcome.","Many migrants come to this country to work, provide for their families and access the benefits system only if necessary. They are more than welcome here as long as they integrate.",MIGRANTS,V6_kc,Empathetic
3599,Refugees should not be welcomed.,"Refugees are often persecuted for being different, but this is not the case here, because we are an inclusive country.",MIGRANTS,V6_kc,Empathetic
3601,Immigrants come here to live on our social welfare.,"If you think this way of thinking is typical of all the immigrants in the country, then you are sadly mistaken.",MIGRANTS,V6_kc,Confrontational
3602,"Do we really want all these migrants invading our country? They are taking our country backwards, we need to stop them.","We have always been a nation of immigrants, and it is a proud tradition to welcome immigrants from around the world. This is because we give value to human rights.",MIGRANTS,V6_kc,Empathetic
3603,"Immigrants bring crime, violence and poverty.",How about you start citing the actual studies you are referring to and where this research has been conducted?,MIGRANTS,V6_kc,Inquisitive
3608,"I think that's the best news ever: migrants are not interested in our culture, they are just here to take our jobs.",What do you mean by taking our jobs? Do you have any concrete evidence for what you're saying?,MIGRANTS,V6_kc,Inquisitive
3611,Immigrants steal our jobs,"Immigrants have the right to a job, but they are not 'stealing' ours. How could that be?",MIGRANTS,V6_kc,Inquisitive
3613,Immigrants are a burden to society.,Many immigrants have brought skills and culture to our country. Why should they be a burden in our society?,MIGRANTS,V6_kc,Inquisitive
3614,Refugees are a burden and a danger to the host country.,"We have to recognise the importance of people who have been persecuted for their religion, culture and beliefs. They deserve our respect and hospitality.",MIGRANTS,V6_kc,Empathetic
3616,Refugees are a burden and a risk to the host country.,Why would this be true? Refugees can come here and contribute to the economy.,MIGRANTS,V6_kc,Inquisitive
3620,To be an immigrant is to be a part of the problem in Europe.,Immigration has been shown to have a very positive impact on the global economy. So what problem are you talking about?,MIGRANTS,V6_kc,Inquisitive
3622,Immigration is bad for the economy. It leads to a decrease in wages.,There is no evidence that immigration leads to a decrease in wages. Do you have any?,MIGRANTS,V6_kc,Inquisitive
3623,Immigration is the root of all the ills of our world.,Immigrants are beneficial to our world and should be welcomed.,MIGRANTS,V6_kc,Empathetic
3625,Refugees are a burden on society.,"The problems refugees are trying to escape are very real. Even if we don't have the possibility to solve everyone's problems, we can try to help some people and improve our society.",MIGRANTS,V6_kc,Empathetic
3626,Refugees are a burden on our society.,"The refugee crisis is a global one. It has affected all continents, and refugees often come from countries which are at war: this is why we should help them. It is a moral duty.",MIGRANTS,V6_kc,Empathetic
3627,Refugees are a burden on society.,Refugees are welcome. We should welcome them with open arms. They are people fleeing wars with hopes for a better tomorrow.,MIGRANTS,V6_kc,Empathetic
3630,"Refugees are overrunning our continent, and they are not even Christians: they should not be accepted.","The EU has a responsibility to help people fleeing war and poverty, not become preoccupied by which faith they practice.",MIGRANTS,V6_kc,Empathetic
3632,The children of immigrants are less educated than their native peers.,What do you mean by 'less educated'? Don't you think that they can contribute to society if accepted rather than being faced with prejudice?,MIGRANTS,V6_kc,Inquisitive
3633,"The West has allowed in too many immigrants, many of them from the Middle East and Africa. They are not welcome here.",Why should we reject Middle Eastern and African refugees? International protection is a right.,MIGRANTS,V6_kc,Inquisitive
3635,Muslims have no place in a modern Western country.,"In a democratic society, people can have different views and beliefs. It is an inherent part of a vibrant society to be allowed to express those beliefs, and beliefs can coexist peacefully.",MUSLIMS,V6_kc,Empathetic
3636,Muslims have no place in a modern Western country.,"If a person believes they have no place in a country then they must be very worried. How would you feel if all the people you love left you, or if you were obliged to leave the person and the country you love?",MUSLIMS,V6_kc,Inquisitive
3637,Muslims are incompatible with modern Western culture.,Muslims are part of our society and culture. They have helped to build Western civilization. They are our brothers and sisters.,MUSLIMS,V6_kc,Empathetic
3638,The problem with Islam is that it is about killing infidels. It must be banned.,The only real problem with Islam is is how best to tackle Islamophobia!,MUSLIMS,V6_kc,Conversational
3640,Islam is a violent religion.,Why do you say that? Islam is a peaceful religion.,MUSLIMS,V6_kc,Inquisitive
3641,Islam is a violent religion.,"Not all Muslims are violent people. Islam is a peaceful religion, after all.",MUSLIMS,V6_kc,Empathetic
3642,Now we know that Islam is a destructive and violent religion which inspires terrorism all over the world.,How can you possibly know that? Is this a comment written by a terrorist? Where are your sources?,MUSLIMS,V6_kc,Inquisitive
3643,"Islam is a totalitarian ideology that is run amok, encouraging violent beliefs and practices.",There are countless different Islamic traditions and beliefs. Do you really want to stigmatize all of them because of one stereotype?,MUSLIMS,V6_kc,Inquisitive
3644,Muslim terrorists are preparing nuclear attacks with dirty bombs all over the world.,That is not true. This is all just a bit of conspiracy theory fodder aimed at fueling the Islamophobia problem.,MUSLIMS,V6_kc,Confrontational
3645,"The Koran, and the teachings of Islam are incompatible with Western culture.","Islam is a religion of peace. It is good that people are free to believe what they want, and this freedom is part of our culture.",MUSLIMS,V6_kc,Empathetic
3649,"I don't care if Islam is a religion. It promotes hatred and violence, and it sould be banned.",Islam is a peaceful religion and its adherents are all entitled to their beliefs.,MUSLIMS,V6_kc,Empathetic
3650,I do not want muslims in my country. They mustn't be part of society.,"What is important is that you respect people who hold different beliefs, as they do with your particular faith.",MUSLIMS,V6_kc,Empathetic
3651,"Islam is just an ideology, an opinion, encouraging hate towards what's diverse.",Islam promotes peace towards different religions and the ways people live their lives.,MUSLIMS,V6_kc,Empathetic
3652,The Koran is not about peace. It is a violent book that should not be taught in primary school.,"Islam is peaceful. In the real world there are conflicts between different people that happen on a daily basis. We need to understand those to develop as human beings, regardless of religion.",MUSLIMS,V6_kc,Empathetic
3655,"Muslims are little more than animals, they have no value as human beings.","Muslims have value as human beings, that is who they are.",MUSLIMS,V6_kc,Empathetic
3656,Muslims have no place in civilised world,"Islam is a religion and a belief system, and as such it is legitimate to have different beliefs and beliefs systems. For instance, many Muslims in the UK are proud of their faith and they are part of the ""civilised world"".",MUSLIMS,V6_kc,Empathetic
3658,All Muslims are incompatible with any Western society.,How many Muslims do you know? They are an important minority in a country that is used to a lot of different cultures and religions.,MUSLIMS,V6_kc,Inquisitive
3659,Muslims have no place in civilised Europe.,"Muslims are part of the European Union, and they are entitled to be here.",MUSLIMS,V6_kc,Confrontational
3661,"Almost every Muslim has terrorist sympathies, right?","What you are doing is trying to make a connection between a particular religion and a set of actions. This cannot be, because there is no evidence for the claims you are making.",MUSLIMS,V6_kc,Confrontational
3662,Muslims are violent people.,Many Muslims have lived in our country with valor and dedication. They are not violent people.,MUSLIMS,V6_kc,Empathetic
3667,"Islam is not a peaceful religion, it is a cult of violence.",Do you know that in many countries in the world the majority of Muslims are in favour of the Constitution and in favour of democracy? Do you really think that a few extremists represent them all?,MUSLIMS,V6_kc,Inquisitive
3668,Muslims are terrorists.,A terrorist is someone who uses a religion as a tool for violent ends. To suggest that all Muslims are terrorists is just wrong.,MUSLIMS,V6_kc,Confrontational
3671,Muslims have no place in civilised Europe,"Islam is a religion of peace, and peaceful coexistence is the main value of European countries, which is why they are called 'civilised'.",MUSLIMS,V6_kc,Empathetic
3672,"The Quran is an anti-women's book, it encourages rape and violence against women.","The Quran does not encourage violence against women, rather it provides guidance on how to live as Muslim women.",MUSLIMS,V6_kc,Empathetic
3674,"The Quran is a mysoginistic book, it encourages rape and violence against women.",Islam is not about oppressing women. Instead it is about love and respect for all human beings.,MUSLIMS,V6_kc,Empathetic
3677,"Muslims are different from us in so many ways, and they have no place in our country.","There are many cultures, religions and beliefs that are accepted in our country, and they are all welcome.",MUSLIMS,V6_kc,Empathetic
3681,My faith is that to put an end to Muslims would be best for all: they want to exterminate us.,"My faith is not to exterminate anyone, whatever their faith is. Someone's faith and belief in a different religion must be respected.",MUSLIMS,V6_kc,Empathetic
3682,The Muslims want to rule the world: we have to stop them.,How about a world with multiculturalism and no discrimination? How about a world with open borders and free religion?,MUSLIMS,V6_kc,Inquisitive
3684,This country was built on the backs of slaves. Those niggas should all be put back in their place.,"For the record, slavery was prohibited in 1807. Don't you think that freedom is 'the place' of human beings?",POC,V6_kc,Inquisitive
3685,Those blacks are slaves: slavery runs in their blood.,"It is wrong to say that blacks are ""slaves."" This is a very inaccurate, misleading and offensive term that is being used to tar all African Americans. Why do you label black persons as a ""slave"" and not as a ""person""?",POC,V6_kc,Inquisitive
3688,Black Americans are criminals and drug addicts. They should go to jail.,"They are not criminals for having a particular skin color, nor drug addicts. They just need respect, not a jail sentence for being people of color.",POC,V6_kc,Empathetic
3690,"Africans are the cause of all the ills in the world. Plus, their bodies are weak and we are born to dominate them.","Well, the argument sounds like you are trying to justify racial hatred by making some generalisations. Is that the case?",POC,V6_kc,Inquisitive
3692,"I would like to see less niggas in our society, they are ruin. We need change!","If you want to change the way society works, then you should try to change the way you live. Some more respect would help you.",POC,V6_kc,Empathetic
3693,"Afro-Saxon people are just ridiculous, incapable of accepting who they really are: blacks who act White.","Afro-Saxon, as you call them, are great in many ways. They are proud and independent, refusing every categorization and stereotype. The fact that there are so many of them in the country proves that the feeling of belonging they have for our homeland is paramount to all other considerations.",POC,V6_kc,Empathetic
3696,Blacks: we should judge them by the color of their skin.,No one has the right to judge people of another color. This is about racism.,POC,V6_kc,Confrontational
3699,"Black people are subhuman, they should stay in their caves.",The statement 'black people are subhuman' is not true. They are human beings with a human value.,POC,V6_kc,Confrontational
3700,"I am not interested in knowing a black person. They are different to us in so many ways. They think and feel like us, but are unable to experience the fullness of our humanity.",I have met so many black people that are extraordinary human beings. I cannot begin to talk about how they are able to feel and experience love and kindness.,POC,V6_kc,Empathetic
3701,Blacks should not be allowed to vote.,How about you acknowledge their right to vote just as that of everyone else? They are citizens as much as you are.,POC,V6_kc,Inquisitive
3703,Blacks are genetically inferior.,Your assertion is a baseless one and lacks any scientific backing.,POC,V6_kc,Confrontational
3704,It is ok to be racist against blacks.,It is not ok to use racism against any group. You would feel bad if anyone treated you as you just claimed to do against black people.,POC,V6_kc,Confrontational
3705,How come nobody is moaning about black people being lazy and unmotivated? They are the problem.,"Clearly there is a lack of employment opportunities for black people. This has to do with discrimination, not with their allleged laziness.",POC,V6_kc,Confrontational
3706,How come nobody is moaning about black people being lazy and unmotivated? They are the problem.,"Discrimination, being based on the difference between a person's skin color shouldn't be a part of our lives. Wouldn't you find such unequal treatment affects your motivation?",POC,V6_kc,Inquisitive
3708,Blacks are genetically less rational than other races.,Why do you think this is the case? Do you have any data to back this up?,POC,V6_kc,Inquisitive
3709,"Gypsies are basically criminals, they steal stuff from everyone.",Can you imagine if they said this about your community?,other,V6_kc,Inquisitive
3710,"Gypsies are basically criminals, they steal stuff from everyone.","The majority of these people are honest and hard-working. Gypsies do not all have a criminal record, and the majority of them are proud of their hard work and dedication.",other,V6_kc,Empathetic
3713,Feminists are a problem because they tell that they are entitled to the same rights as men.,"Feminists promote equality, and I don't see how equality between men and women would be called a 'problem'. Why do you?",WOMEN,V6_kc,Inquisitive
3714,"If women want to control their fertility then they should choose when to have sex, not when to abort.",How about we stop hiding behind gender stereotypes and accept that everyone has the right to live their life as they wish?,WOMEN,V6_kc,Inquisitive
3716,"A woman is an emotional child, she is incapable of holding a job. Feminists who say otherwise are just liars, spreading hate against men.","This is not true. I think you might have the wrong idea about feminism. Feminism is a movement for equality, and for women to have the same opportunities as men.",WOMEN,V6_kc,Confrontational
3719,"Because women do not want to be submissive to men, they should go back to being animals.","This is not true. Women are human, and they have always been involved in society and played important roles.",WOMEN,V6_kc,Confrontational
3723,Women are nothing but trouble to society.,And how is it you know this? Which are your scientific proofs of them being troublesome?,WOMEN,V6_kc,Inquisitive
3725,Women should not be allowed to vote,"Women do have a right to vote, and they deserve equal rights.",WOMEN,V6_kc,Confrontational
3726,Women should wear nice skirts and be pretty to please men's tastes and desires.,"Women should be allowed to choose their own looks. But to suggest that this is not their right, or that we should make them submissive to some men is just inhuman.",WOMEN,V6_kc,Confrontational
3728,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. Soft spoken.",Being soft and emotional is not a bad thing in itself. And it is not an attribute of only women.,WOMEN,V6_kc,Empathetic
3731,"This entire nation should be a men's dominated club. If a woman does not want to be treated as a woman, then she is a bitch.",Would you live in a female dominated society? Then you can understand why we should aim for equality. It is a woman's right.,WOMEN,V6_kc,Inquisitive
3732,The feminists are just whining bitches saying a bunch of lies to promote their agenda of women supremacy.,It is clear from your comment that your words are coming from a place of hate and anger. There is no proof of what you say.,WOMEN,V6_kc,Confrontational
3733,The feminists want to take over the world.,"The feminists are a very important voice in society, and should be respected.",WOMEN,V6_kc,Empathetic
3734,The feminists are just whining bitches saying a bunch of lies to promote their agenda of women supremacy.,"People can have strong opinions, the problem is when the opinions start dividing people rather than building bridges. Feminism is about equality and trying to create a better world for all.",WOMEN,V6_kc,Empathetic
3738,"Women are basically childlike, they remain this way most of their lives. They make no sense in our society.","The idea that women cannot contribute to society and be responsible for their decisions, and that this is ""normal"" is a myth created to justify misogyny.",WOMEN,V6_kc,Confrontational
3740,Feminists talking about gender inequality should just be silenced. Women are inferior and they should remain so.,"And yet, according to some statistics, up to 20% of women and 4% of men in the UK say they have experienced sexual violence since the age of 16. So this is indeed an issue of gender inequality, don't you think it is something not to be silent about?",WOMEN,V6_kc,Inquisitive
3743,"Children with Down Syndrome should be isolated, because in any case normal children would make them feel different.","Despite the negative stereotypes, many children with Down Syndrome enjoy regular playtime and interacting with other children.",DISABLED,V6_kc,Empathetic
3744,"Children with Down Syndrome should be isolated, because normal children would make them feel different.",Children with Down Syndrome would not feel different as long as they are respected and are not put down by the others.,DISABLED,V6_kc,Empathetic
3745,"Children with Down Syndrome are a burden to society: they should be isolated, so that at least they do not hamper normal children education.",And who would be 'normal'? I wonder how you would define 'disabled' people?,DISABLED,V6_kc,Inquisitive
3748,People with Downs Syndrome are a problem: they are not able to work.,"It is up to employers to determine if a person meets the requirements for a given job, and if they do, then there is no reason to restrict the job to a person without Downs syndrome.",DISABLED,V6_kc,Confrontational
3749,"People with Down syndrome are retarded, so more likely to abuse drugs and alcohol.","You seem to be under the impression that Down syndrome is related to bad behavior. Down syndrome is not related to bad behavior at all... The point is that people with Down’s syndrome can be very sensitive to the feelings of others, and they may be picking up on these feelings. So the real problem is when they are exposed to bad influence.",DISABLED,V6_kc,Conversational
3750,"People with Down syndrome are retarded, so more likely to abuse drugs and alcohol.",Being born with Down syndrome is not related to bad behavior. Exactly the same way as being born in a wheelchair is not related to bad behavior. There is no correlation.,DISABLED,V6_kc,Confrontational
3755,Jews are trying to take over the world.,The idea that Jews are a minority conspiring against Christian culture is completely baseless.,JEWS,V6_kc,Confrontational
3756,The Jewish are different from other people.,"I don't see how ""different"" can be defined so broadly. What do you think ""different"" means to you?",JEWS,V6_kc,Inquisitive
3757,"Jews are greedy for money, power, and status.","As the saying goes, money is power, and power is associated with wealth. Why is it a problem when it comes to Jews?",JEWS,V6_kc,Inquisitive
3759,Jews killed Jesus because of his religion.,"But did they? Of course not. If we look closely at the story of Jesus, we find that formally He was Jewish. But of course He wasn't defined by religion. He was literally a good man who died to redeem mankind, and this is something every religion agrees upon.",JEWS,V6_kc,Conversational
3769,the Nazis were right: Jews were responsible for most of the ills of humanity.,"The NSDAP blamed Jews for virtually every problem in society, so every attempt at social reform was turned down by the Nazis. And they were even successful at silencing any dissent by censuring those who were unhappy with the liberticide changes they were making, singling out them as ""Jews"".",JEWS,V6_kc,Confrontational
3770,Let's move these whiny gays to places like Saudi Arabia and let's see what they say then.,"I'm sorry, it seems that there are far more homophobes here than Saudi Arabia. It is sad that in the twenty-first century, in our country, it is still not OK to be gay.",LGBT+,V6_kc,Conversational
3774,Gays are perverts and homosexuality is a mental illness.,"You know what? If being gay was a mental disorder, then I would highly recommend psychiatry to all the homosexuals. But since this is not the case, I would choose my words very carefully next time.",LGBT+,V6_kc,Conversational
3778,Also God hates gays,"If you consider that homosexuals have always been a part of our society, then it means that they are part of the divine plan and of its beauty as well.",LGBT+,V6_kc,Empathetic
3782,"Homosexuality is a mental illness, a mental disorder.","This is not true, homosexuality is a sexual preference, not a mental disorder.",LGBT+,V6_kc,Confrontational
3783,I can't stand people calling us 'transphobes' just because we are neither faggots nor sodomites.,"The discrimination you are describing is against people who are transgender, gay or lesbian. The root of that discrimination is a lack of knowledge about gender identity and is not necessarly related to sexual preferences.",LGBT+,V6_kc,Confrontational
3784,God says that faggots are evil.,"This is a logical fallacy, an appeal to authority, in its extreme form. I would rather focus on facts: do you actually believe that this is the way that homosexuals are? What evidence do you have?",LGBT+,V6_kc,Inquisitive
3786,I can't stand refugees and I don't want to see them in my country.,"No one should be discriminated based on where they came from, especially not people fleeing persecution and war.",MIGRANTS,V6_kc,Confrontational
3788,There is an invasion on a level never seen before in history. Millions of people pouring across our borders replacing our race and culture.,"Do you really think that people from other cultures are flooding into our country, with the aim of mixing and finally replacing us? If so, I would be very surprised.",MIGRANTS,V6_kc,Inquisitive
3789,Immigration is bad for the economy.,Most migrants come here to work.,MIGRANTS,V6_kc,Confrontational
3790,Immigration is bad for the economy.,Many migrants bring new talents and experience.,MIGRANTS,V6_kc,Empathetic
3791,Immigration is bad for the economy.,The migrants that enter the UK come here to work.,MIGRANTS,V6_kc,Confrontational
3792,Immigration has reduced wages for native workers.,What's the proof for that? Actually in many cases immigrants make higher contribution to the economy than the native-born.,MIGRANTS,V6_kc,Inquisitive
3793,I'm tired of people coming to our country and replacing our people.,Your comment shows that you are not very familiar with the different ethnic groups here. Perhaps you should take a look at the big picture and numbers: the situation is not as you are depicting it.,MIGRANTS,V6_kc,Conversational
3795,I hate migrants: we must close our borders.,Why do you think that we should prevent migrants from joining our society? Do you know what is written in our constitution?,MIGRANTS,V6_kc,Inquisitive
